oferta_id,url,titulo,descripcion,empresa,ubicacion,fecha_publicacion,texto_tarjeta_crudo,primera_linea,pagina,fecha_publicacion2,gran_grupo_pred,sim_gran_grupo,codigo_ciuo_pred,sim_codigo_ciuo,puesto_ref_mas_similar,fuente_ref,metodo,correccion_manual,macro_v1,subcategoria_v1,macro_v2,subcategoria_v2,macro_v3,subcategoria_v3,habilidades_identificadas
2026-083122,https://www.bne.gob.cl/oferta/2026-083122,Paid Media Specialist,"Nos encontramos en búsqueda de un/a Paid Media Specialist con experiencia en Agencias de Medios, experto/a en implementación, quién será el o la responsable de implementar,...",OMNICOM MEDIA GROUP CHILE S.A.,Metropolitana - Las Condes,Hace 22 días,"Hace 22 días
Paid Media Specialist
Nos encontramos en búsqueda de un/a Paid Media Specialist con experiencia en Agencias de Medios, experto/a en implementación, quién será el o la responsable de implementar,...
OMNICOM MEDIA GROUP CHILE S.A.
Metropolitana - Las Condes
Ver Más",Hace 22 días,360,2026-07-20,2,0.952,2212,0.485,Médico especialista,ENADEL 2025 (C1/C3),titulo,False,,,,,,,
2026-082955,https://www.bne.gob.cl/oferta/2026-082955,TECNICO PREVENCION RIESGOS VALPARAISO,"Empresa de Seguridad con más de 30 años servicio y con cobertura nacional, requiere contratar TECNICO EN PREVENCION DE RIESGOS para VALPARAISO. FUNCIONES ? Asesorar a la alta direcci...",GUARD SERVICE SEGURIDAD S.A,Valparaíso - Viña del Mar,Hace 22 días,"Hace 22 días
TECNICO PREVENCION RIESGOS VALPARAISO
Empresa de Seguridad con más de 30 años servicio y con cobertura nacional, requiere contratar TECNICO EN PREVENCION DE RIESGOS para VALPARAISO. FUNCIONES ? Asesorar a la alta direcci...
GUARD SERVICE SEGURIDAD S.A
Valparaíso - Viña del Mar
Ver Más",Hace 22 días,360,2026-07-20,3,0.595,3257,0.713,Técnico/a en prevención de riesgos,ENADEL 2025 (C1/C3),titulo,False,Competencias manuales,Destrezas de coordinación óculo-manual y óculo-podal,,,,,seguridad
2026-083023,https://www.bne.gob.cl/oferta/2026-083023,Ayudante Operador,"Somos una empresa líder en el rubro de la construcción con más de 40 años de trayectoria. Estamos presente a lo largo de todo Chile, y también con presencia internac...",ECHEVERRIA IZQUIERDO,Los Ríos - La Unión,Hace 22 días,"Hace 22 días
Ayudante Operador
Somos una empresa líder en el rubro de la construcción con más de 40 años de trayectoria. Estamos presente a lo largo de todo Chile, y también con presencia internac...
ECHEVERRIA IZQUIERDO
Los Ríos - La Unión
Ver Más",Hace 22 días,360,2026-07-20,9,0.637,9329,0.989,Ayudante de operador,ENADEL 2025 (C1/C3),titulo,False,,,,,,,
2026-083168,https://www.bne.gob.cl/oferta/2026-083168,Operarios de Bodega,Funcionarios con capacidad para trabajar en piking de productos y en armado de pedidos. Disponibilidad para formar equipos en operaciones logística.,Gurkha,Metropolitana - Pudahuel,Hace 22 días,"Hace 22 días
Operarios de Bodega
Funcionarios con capacidad para trabajar en piking de productos y en armado de pedidos. Disponibilidad para formar equipos en operaciones logística.
Gurkha
Metropolitana - Pudahuel
Ver Más",Hace 22 días,360,2026-07-20,4,0.577,4321,0.913,Operario de bodega,ENADEL 2025 (C1/C3),titulo,False,Competencias cognitivas,Competencias de gestión de proyectos y procesos,,,,,"bodega, logistica"
2026-082895,https://www.bne.gob.cl/oferta/2026-082895,Encargado de Recaudación y Cobranza,"El Colegio Teresiano Enrique de Ossó invita a participar en el proceso de selección para el cargo de Encargado de Recaudación y Cobranzas, jornada laboral de 42 horas semanales. ...",Colegio Teresiano Enrique de Ossó,Metropolitana - La Reina,Hace 22 días,"Hace 22 días
Encargado de Recaudación y Cobranza
El Colegio Teresiano Enrique de Ossó invita a participar en el proceso de selección para el cargo de Encargado de Recaudación y Cobranzas, jornada laboral de 42 horas semanales. ...
Colegio Teresiano Enrique de Ossó
Metropolitana - La Reina
Ver Más",Hace 22 días,361,2026-07-20,4,0.51,4214,0.461,Ejecutivo/a de cobranza,ENADEL 2025 (C1/C3),titulo,False,Competencias cognitivas,Competencias financieras,Competencias manuales,Destreza con los dedos,,,"cobranza, seleccion"
2026-082919,https://www.bne.gob.cl/oferta/2026-082919,Técnico(a) Operación Subestaciones Eléctricas - Santiago,Importante empresa de Transporte está en búsqueda de un(a) Técnico(a) Operación Subestaciones Eléctricas para desempeñarse dentro de Región Metropolita...,Confidencial,Metropolitana - Santiago,Hace 22 días,"Hace 22 días
Técnico(a) Operación Subestaciones Eléctricas - Santiago
Importante empresa de Transporte está en búsqueda de un(a) Técnico(a) Operación Subestaciones Eléctricas para desempeñarse dentro de Región Metropolita...
Confidencial
Metropolitana - Santiago
Ver Más",Hace 22 días,361,2026-07-20,3,0.743,3113,0.445,Técnico/a electrico,ENADEL 2025 (C1/C3),titulo,False,,,,,,,
2026-082932,https://www.bne.gob.cl/oferta/2026-082932,Vendedor/a Sodimac HC San Miguel Jornada FT42 hrs,"Misión del cargo: Vendedor/a Sodimac HC San Miguel Jornada FT42 hrs ¿Te gustaría aprender con los mejores y desarrollar todo tu potencial? Entonces, ¡esta oportunidad es pa...",SODIMAC S.A.,Metropolitana - San Miguel,Hace 22 días,"Hace 22 días
Vendedor/a Sodimac HC San Miguel Jornada FT42 hrs
Misión del cargo: Vendedor/a Sodimac HC San Miguel Jornada FT42 hrs ¿Te gustaría aprender con los mejores y desarrollar todo tu potencial? Entonces, ¡esta oportunidad es pa...
SODIMAC S.A.
Metropolitana - San Miguel
Ver Más",Hace 22 días,361,2026-07-20,5,0.656,5223,0.297,Vendedor/a,ENADEL 2025 (C1/C3),titulo,True,Competencias socioemocionales,Competencias de atención al cliente,,,,,vendedor
2026-082959,https://www.bne.gob.cl/oferta/2026-082959,Enfemero/a,"Somos Red Salud CChC, la red de salud privada con mayor cobertura en el territorio nacional, ofreciendo prestaciones médicas a lo largo del país, desde Arica a Punta Arenas. Brindamos un...",CLINICA IQUIQUE S.A.,Tarapacá - Iquique,Hace 22 días,"Hace 22 días
Enfemero/a
Somos Red Salud CChC, la red de salud privada con mayor cobertura en el territorio nacional, ofreciendo prestaciones médicas a lo largo del país, desde Arica a Punta Arenas. Brindamos un...
CLINICA IQUIQUE S.A.
Tarapacá - Iquique
Ver Más",Hace 22 días,361,2026-07-20,2,0.549,2221,0.51,Enfermero/a,ENADEL 2025 (C1/C3),titulo,False,,,,,,,
2026-083030,https://www.bne.gob.cl/oferta/2026-083030,Analista Contable - Avla,"Somos una empresa innovadora con crecimiento acelerado y presencia en Chile, Perú, México, Brasil y Estados Unidos. Estamos buscando al mejor talento que quiera sumarse al #OneTeamAvl...",AvalChile Seguros de Crédito y Garantía S.A.,Metropolitana - Las Condes,Hace 22 días,"Hace 22 días
Analista Contable - Avla
Somos una empresa innovadora con crecimiento acelerado y presencia en Chile, Perú, México, Brasil y Estados Unidos. Estamos buscando al mejor talento que quiera sumarse al #OneTeamAvl...
AvalChile Seguros de Crédito y Garantía S.A.
Metropolitana - Las Condes
Ver Más",Hace 22 días,362,2026-07-20,3,0.454,3313,0.751,analista contable,ENADEL 2025 (C1/C3),titulo,False,Competencias cognitivas,Competencias financieras,,,,,contable
2026-083060,https://www.bne.gob.cl/oferta/2026-083060,Conductor de Buses (A1-A3) - Pudahuel,"En YANGUAS, empresa de transporte de pasajeros con presencia a nivel nacional, estamos en búsqueda de conductores con tipo de licencia A3 o A1 (ley antigua) para integrarse a nuestro equipo de ...",Buses Yanguas,Metropolitana - Pudahuel,Hace 22 días,"Hace 22 días
Conductor de Buses (A1-A3) - Pudahuel
En YANGUAS, empresa de transporte de pasajeros con presencia a nivel nacional, estamos en búsqueda de conductores con tipo de licencia A3 o A1 (ley antigua) para integrarse a nuestro equipo de ...
Buses Yanguas
Metropolitana - Pudahuel
Ver Más",Hace 22 días,362,2026-07-20,8,0.94,8331,0.585,Conductor/a de buses,ENADEL 2025 (C1/C3),titulo,False,,,,,,,
2026-083099,https://www.bne.gob.cl/oferta/2026-083099,MONITOR DE CALIDAD,Buscamos: Monitor de Calidad Empresa ubicada cerca del Metro Los Libertadores se encuentra en búsqueda de un/a Monitor de Calidad para sumarse a nuestro equipo. Funciones principales: Supe...,Confidencial,Metropolitana - Quilicura,Hace 22 días,"Hace 22 días
MONITOR DE CALIDAD
Buscamos: Monitor de Calidad Empresa ubicada cerca del Metro Los Libertadores se encuentra en búsqueda de un/a Monitor de Calidad para sumarse a nuestro equipo. Funciones principales: Supe...
Confidencial
Metropolitana - Quilicura
Ver Más",Hace 22 días,362,2026-07-20,5,0.43,5414,0.656,Monitor de seguridad,ENADEL 2025 (C1/C3),titulo,False,,,,,,,
2026-083115,https://www.bne.gob.cl/oferta/2026-083115,Electromecánico para Buses,"Somos una empresa líder en transporte de pasajeros a nivel nacional con más de 40 años de experiencia en el rubro privado, trabajamos con el compromiso de entregar un servicio seg...",Buses Yanguas,Metropolitana - Pudahuel,Hace 22 días,"Hace 22 días
Electromecánico para Buses
Somos una empresa líder en transporte de pasajeros a nivel nacional con más de 40 años de experiencia en el rubro privado, trabajamos con el compromiso de entregar un servicio seg...
Buses Yanguas
Metropolitana - Pudahuel
Ver Más",Hace 22 días,362,2026-07-20,7,0.839,7412,0.77,Electromecánico/a,ENADEL 2025 (C1/C3),titulo,False,Competencias socioemocionales,Competencias de la personalidad,,,,,compromiso
2026-082694,https://www.bne.gob.cl/oferta/2026-082694,Conductor Profesional,Conductor profesional para traslado de pasajeros desde y hacia el aeropuerto. turno nocturno.,Transportes BL Limitada,Metropolitana - Estación Central,Hace 23 días,"Hace 23 días
Conductor Profesional
Conductor profesional para traslado de pasajeros desde y hacia el aeropuerto. turno nocturno.
Transportes BL Limitada
Metropolitana - Estación Central
Ver Más",Hace 23 días,363,2026-07-19,2,0.625,8322,0.641,Profesional de ventas,ENADEL 2025 (C1/C3),titulo,True,,,,,,,
2026-082689,https://www.bne.gob.cl/oferta/2026-082689,Coordinador/a de Desarrollo de Mercados y Posicionamiento,En Gestión Vitae Consultores nos encontramos en búsqueda de un(a) Coordinador(a) de Desarrollo de Mercado y Posicionamiento para una consultora de ingenier&iacut...,Gestión Vitae Consultores,Metropolitana - Providencia,Hace 23 días,"Hace 23 días
Coordinador/a de Desarrollo de Mercados y Posicionamiento
En Gestión Vitae Consultores nos encontramos en búsqueda de un(a) Coordinador(a) de Desarrollo de Mercado y Posicionamiento para una consultora de ingenier&iacut...
Gestión Vitae Consultores
Metropolitana - Providencia
Ver Más",Hace 23 días,363,2026-07-19,2,0.327,2359,0.418,Coordinador/a de carrera,ENADEL 2025 (C1/C3),titulo,False,,,,,,,
2026-082688,https://www.bne.gob.cl/oferta/2026-082688,Academia Croupier 20 hrs. - MDS Chillan,"En Marina del Sol te invitamos a ser parte de un gran equipo, dinámico y entretenido, creando espacios de diversión para compartir experiencias positivas y memorables para nuestros clien...",MARINA DEL SOL CHILLAN S.A.,Ñuble - Chillán,Hace 24 días,"Hace 24 días
Academia Croupier 20 hrs. - MDS Chillan
En Marina del Sol te invitamos a ser parte de un gran equipo, dinámico y entretenido, creando espacios de diversión para compartir experiencias positivas y memorables para nuestros clien...
MARINA DEL SOL CHILLAN S.A.
Ñuble - Chillán
Ver Más",Hace 24 días,363,2026-07-18,4,0.251,4212,0.276,Crupier,ENADEL 2025 (C1/C3),titulo,False,,,,,,,
2026-082361,https://www.bne.gob.cl/oferta/2026-082361,Técnico de ensamblaje Industrial - Valle Grande - Lampa,"¡Únete a SEW-EURODRIVE Chile en Lampa! Operario de Ensamblaje En SEW-EURODRIVE, líderes mundiales en tecnología de automatización, buscamos operarios/as para nuestr...",SEW-EURODRIVE CHILE SPA,Metropolitana - Lampa,Hace 25 días,"Hace 25 días
Técnico de ensamblaje Industrial - Valle Grande - Lampa
¡Únete a SEW-EURODRIVE Chile en Lampa! Operario de Ensamblaje En SEW-EURODRIVE, líderes mundiales en tecnología de automatización, buscamos operarios/as para nuestr...
SEW-EURODRIVE CHILE SPA
Metropolitana - Lampa
Ver Más",Hace 25 días,364,2026-07-17,7,0.405,7233,0.397,Mecánico industrial,ENADEL 2025 (C1/C3),titulo,False,Competencias cognitivas,Competencias en aprendizaje automático e IA,Competencias manuales,Destreza con los dedos,,,"automatizacion, ensamblaje"
2026-082421,https://www.bne.gob.cl/oferta/2026-082421,Asist. Serv. a Cliente y Vtas Constructor Antofagasta 20 hrs,Misión del cargo: Asistente Servicio a Cliente y Ventas Constructor Antofagasta Jornada PT20 hrs Asistente Servicio a Cliente y Ventas ¿Te gustaría aprender con los mejores y de...,SODIMAC S.A.,Antofagasta - Antofagasta,Hace 25 días,"Hace 25 días
Asist. Serv. a Cliente y Vtas Constructor Antofagasta 20 hrs
Misión del cargo: Asistente Servicio a Cliente y Ventas Constructor Antofagasta Jornada PT20 hrs Asistente Servicio a Cliente y Ventas ¿Te gustaría aprender con los mejores y de...
SODIMAC S.A.
Antofagasta - Antofagasta
Ver Más",Hace 25 días,364,2026-07-17,7,0.379,7111,0.327,Constructor de casas,INE (manual CIUO-08.CL),titulo,False,Competencias socioemocionales,Competencias de atención al cliente,,,,,"venta, ventas"
2026-082440,https://www.bne.gob.cl/oferta/2026-082440,Ejecutivo/a Programas Médicos,"Queremos que seas parte de FALP, integrándote a nuestro equipo para asumir el cargo de Ejecutivo/a Programas Médicos. El objetivo del puesto es centralizar y gestionar administrativament...",FUNDACIÓN ARTURO LÓPEZ PÉREZ,Metropolitana - Providencia,Hace 25 días,"Hace 25 días
Ejecutivo/a Programas Médicos
Queremos que seas parte de FALP, integrándote a nuestro equipo para asumir el cargo de Ejecutivo/a Programas Médicos. El objetivo del puesto es centralizar y gestionar administrativament...
FUNDACIÓN ARTURO LÓPEZ PÉREZ
Metropolitana - Providencia
Ver Más",Hace 25 días,364,2026-07-17,3,0.706,3322,0.517,Ejecutivo/a de ventas,ENADEL 2025 (C1/C3),titulo,False,,,,,,,
2026-081146,https://www.bne.gob.cl/oferta/2026-081146,GUARDIAS DE SEGURIDAD CON OS VIGENTE O N,"Empresa de Seguridad requiere contratar a Guardias de seguridad CON CURSO OS 10 VIGENTE, para trabajar en la comuna de Ñuñoa de lunes a Viernes de 08:00 a 17:30 horas. Funciones: Realiza...",Confidencial,Metropolitana - Ñuñoa,Hace 25 días,"Hace 25 días
GUARDIAS DE SEGURIDAD CON OS VIGENTE O N
Empresa de Seguridad requiere contratar a Guardias de seguridad CON CURSO OS 10 VIGENTE, para trabajar en la comuna de Ñuñoa de lunes a Viernes de 08:00 a 17:30 horas. Funciones: Realiza...
Confidencial
Metropolitana - Ñuñoa
Ver Más",Hace 25 días,364,2026-07-17,5,0.911,5414,0.766,Guardias de seguridad,ENADEL 2025 (C1/C3),titulo,False,Competencias manuales,Destrezas de coordinación óculo-manual y óculo-podal,,,,,"guardia, seguridad"
2026-082483,https://www.bne.gob.cl/oferta/2026-082483,MANIPULADORA DE ALIMENTOS (REEMPLAZOS),DISTRIBUIDOR ALIMENTOS - MANIPULADORA DE ALIMENTOS (REEMPLAZOS) EN SERVICIO DE SALUD,Confidencial,Valparaíso - Los Andes,Hace 25 días,"Hace 25 días
MANIPULADORA DE ALIMENTOS (REEMPLAZOS)
DISTRIBUIDOR ALIMENTOS - MANIPULADORA DE ALIMENTOS (REEMPLAZOS) EN SERVICIO DE SALUD
Confidencial
Valparaíso - Los Andes
Ver Más",Hace 25 días,365,2026-07-17,5,0.412,5120,0.719,Manipulador/a de alimentos,ENADEL 2025 (C1/C3),titulo,False,,,,,,,
2026-082492,https://www.bne.gob.cl/oferta/2026-082492,Téc. Nivel Medio Químico -Coordinador - Calama,¿Te apasiona el control ambiental y la gestión de calidad? Buscamos talento para fortalecer nuestro equipo en actividades de monitoreo de aguas y la reportabilidad de los informes de ter...,SGS Chile LTDA,Antofagasta - Calama,Hace 25 días,"Hace 25 días
Téc. Nivel Medio Químico -Coordinador - Calama
¿Te apasiona el control ambiental y la gestión de calidad? Buscamos talento para fortalecer nuestro equipo en actividades de monitoreo de aguas y la reportabilidad de los informes de ter...
SGS Chile LTDA
Antofagasta - Calama
Ver Más",Hace 25 días,365,2026-07-17,2,0.387,2351,0.423,Coordinador/a académico,ENADEL 2025 (C1/C3),titulo,False,Competencias cognitivas,Competencias cognitivas básicas,,,,,informes
2026-082587,https://www.bne.gob.cl/oferta/2026-082587,Vendedor/a Sodimac HC Estación Central Jornada PT25 hrs,"Misión del cargo: Vendedor/a Sodimac HC Estación Central Jornada PT25 hrs ¿Te gustaría aprender con los mejores y desarrollar todo tu potencial? Entonces, ¡esta opor...",SODIMAC S.A.,Metropolitana - Estación Central,Hace 25 días,"Hace 25 días
Vendedor/a Sodimac HC Estación Central Jornada PT25 hrs
Misión del cargo: Vendedor/a Sodimac HC Estación Central Jornada PT25 hrs ¿Te gustaría aprender con los mejores y desarrollar todo tu potencial? Entonces, ¡esta opor...
SODIMAC S.A.
Metropolitana - Estación Central
Ver Más",Hace 25 días,365,2026-07-17,5,0.653,5223,0.315,Vendedor/a,ENADEL 2025 (C1/C3),titulo,True,Competencias socioemocionales,Competencias de atención al cliente,,,,,vendedor
2026-082641,https://www.bne.gob.cl/oferta/2026-082641,Operario de bodega Tradis Falabella turno de noche 20:00 a 06:00 am Cerrillos 600.000 5 x 2,"Empresa Team Work requiere contratar operarios(as) de bodega con o sin experiencia para Tradis Falabella. Horario: Modalidad Modalidad 5x2 de lunes a domingo, con dos días libres a la semana...",Team work EST,Metropolitana - Cerrillos,Hace 25 días,"Hace 25 días
Operario de bodega Tradis Falabella turno de noche 20:00 a 06:00 am Cerrillos 600.000 5 x 2
Empresa Team Work requiere contratar operarios(as) de bodega con o sin experiencia para Tradis Falabella. Horario: Modalidad Modalidad 5x2 de lunes a domingo, con dos días libres a la semana...
Team work EST
Metropolitana - Cerrillos
Ver Más",Hace 25 días,365,2026-07-17,4,0.495,4321,0.28,Operario de bodega,ENADEL 2025 (C1/C3),titulo,False,Competencias cognitivas,Competencias de gestión de proyectos y procesos,,,,,bodega
2026-082679,https://www.bne.gob.cl/oferta/2026-082679,"Administrativo DyP Automotriz - Portillo, Santiago","¿Que desarrollaras dentro de este rol? En este rol estarás a cargo de ejecutar y apoyar la gestión administrativa del flujo de taller, registrando los movimientos de las unidades...",AUTOMOTRIZ PORTILLO PIRAMIDE SPA,Metropolitana - Santiago,Hace 25 días,"Hace 25 días
Administrativo DyP Automotriz - Portillo, Santiago
¿Que desarrollaras dentro de este rol? En este rol estarás a cargo de ejecutar y apoyar la gestión administrativa del flujo de taller, registrando los movimientos de las unidades...
AUTOMOTRIZ PORTILLO PIRAMIDE SPA
Metropolitana - Santiago
Ver Más",Hace 25 días,365,2026-07-17,7,0.43,7231,0.454,Mecánico automotriz,ENADEL 2025 (C1/C3),titulo,False,,,,,,,
2026-082622,https://www.bne.gob.cl/oferta/2026-082622,Asistente Administrativo - Maipu,"Buscamos un(a) Asistente Administrativo para brindar apoyo a la gestión administrativa de nuestra sucursal en Santiago, asegurando el correcto manejo de documentación, compras, facturaci...",Arrendadora de Vehículos S.A.,Metropolitana - Maipú,Hace 25 días,"Hace 25 días
Asistente Administrativo - Maipu
Buscamos un(a) Asistente Administrativo para brindar apoyo a la gestión administrativa de nuestra sucursal en Santiago, asegurando el correcto manejo de documentación, compras, facturaci...
Arrendadora de Vehículos S.A.
Metropolitana - Maipú
Ver Más",Hace 25 días,366,2026-07-17,4,0.769,4110,0.813,Asistente administrativo/a,ENADEL 2025 (C1/C3),titulo,False,Competencias socioemocionales,Competencias de atención al cliente,,,,,compra
2026-082372,https://www.bne.gob.cl/oferta/2026-082372,Conductor Camión Algibe,"Operador de Camión Aljibe con licencia de conducir clase A4 vigente, para desempeñarse en la Faena Minera Maricunga, bajo jornada de trabajo 8x6. Entre sus responsabilidades se encuentra...",Transportes Verasay Spa,Atacama - Copiapó,Hace 25 días,"Hace 25 días
Conductor Camión Algibe
Operador de Camión Aljibe con licencia de conducir clase A4 vigente, para desempeñarse en la Faena Minera Maricunga, bajo jornada de trabajo 8x6. Entre sus responsabilidades se encuentra...
Transportes Verasay Spa
Atacama - Copiapó
Ver Más",Hace 25 días,366,2026-07-17,8,1.0,8332,0.631,Conductor/a de camión,ENADEL 2025 (C1/C3),titulo,False,Competencias manuales,Destrezas de coordinación óculo-manual y óculo-podal,Competencias socioemocionales,Competencias de la personalidad,,,"conducir, licencia de conducir, responsabilidad"
2026-082399,https://www.bne.gob.cl/oferta/2026-082399,Administrativo Especializado de Recaudación,"Validar el proceso mensual de recaudación de planillas de cotizaciones, de entidades internas y externas, por ejemplo: Previred - PAC/PAT - TGR - CAJAS PROPIA Correcta imputación, datos...",Isapre Consalud,Metropolitana - Las Condes,Hace 25 días,"Hace 25 días
Administrativo Especializado de Recaudación
Validar el proceso mensual de recaudación de planillas de cotizaciones, de entidades internas y externas, por ejemplo: Previred - PAC/PAT - TGR - CAJAS PROPIA Correcta imputación, datos...
Isapre Consalud
Metropolitana - Las Condes
Ver Más",Hace 25 días,366,2026-07-17,4,0.597,4110,0.531,Administrativo/a,ENADEL 2025 (C1/C3),titulo,False,,,,,,,
2026-082468,https://www.bne.gob.cl/oferta/2026-082468,Jefe de RRHH,"Nos encontramos en búsqueda de Jefe de RRHH, quién será responsable de liderar y coordinar la gestión integral de recursos humanos en múltiples sitios de la III y IV...",Confidencial,Atacama - Copiapó,Hace 25 días,"Hace 25 días
Jefe de RRHH
Nos encontramos en búsqueda de Jefe de RRHH, quién será responsable de liderar y coordinar la gestión integral de recursos humanos en múltiples sitios de la III y IV...
Confidencial
Atacama - Copiapó
Ver Más",Hace 25 días,366,2026-07-17,3,0.458,3123,0.37,Jefe/a de obra,ENADEL 2025 (C1/C3),titulo,False,Competencias cognitivas,Competencias cognitivas básicas,Competencias socioemocionales,Competencias de dirección de equipos,,,"coordinar, liderar"
2026-082477,https://www.bne.gob.cl/oferta/2026-082477,Asesor Comercial / Ventas,"Importante empresa busca Asesor Comercial / Ventas, con 1 año de experiencia. Requisitos: Profesional Universitario o Técnico Titulado Ingeniería Comercial o carrera afín (...",Confidencial,Metropolitana - Las Condes,Hace 25 días,"Hace 25 días
Asesor Comercial / Ventas
Importante empresa busca Asesor Comercial / Ventas, con 1 año de experiencia. Requisitos: Profesional Universitario o Técnico Titulado Ingeniería Comercial o carrera afín (...
Confidencial
Metropolitana - Las Condes
Ver Más",Hace 25 días,366,2026-07-17,2,0.342,2433,0.566,Asistente Comercial,ENADEL 2025 (C1/C3),titulo,False,Competencias socioemocionales,Competencias de atención al cliente,,,,,"venta, ventas"
2026-082588,https://www.bne.gob.cl/oferta/2026-082588,TECNICO ELECTRODOMESTICOS,"Estamos en busca de Técnicos en Electrodomésticos con formación y conocimientos en Electricidad, Electrónica o Electromecánica para incorporarse a empresa ubicada en...",I. Municipalidad de Viña del Mar - OMIL de Viña de Mar,Valparaíso - Viña del Mar,Hace 25 días,"Hace 25 días
TECNICO ELECTRODOMESTICOS
Estamos en busca de Técnicos en Electrodomésticos con formación y conocimientos en Electricidad, Electrónica o Electromecánica para incorporarse a empresa ubicada en...
I. Municipalidad de Viña del Mar - OMIL de Viña de Mar
Valparaíso - Viña del Mar
Ver Más",Hace 25 días,366,2026-07-17,3,0.944,3113,0.522,Técnico/a electrico,ENADEL 2025 (C1/C3),titulo,False,Competencias manuales,Destrezas de coordinación óculo-manual y óculo-podal,,,,,electricidad
2026-082650,https://www.bne.gob.cl/oferta/2026-082650,"Jefe/a de Valores, FT, Tottus Chamisero",Misión del cargo: Liderar las actividades relacionadas a los servicios de cajas. ¿Deseas trabajar en un lugar que busca que todas las personas tengan acceso fácil a los mejores p...,Supermercados Tottus,Metropolitana - Colina,Hace 25 días,"Hace 25 días
Jefe/a de Valores, FT, Tottus Chamisero
Misión del cargo: Liderar las actividades relacionadas a los servicios de cajas. ¿Deseas trabajar en un lugar que busca que todas las personas tengan acceso fácil a los mejores p...
Supermercados Tottus
Metropolitana - Colina
Ver Más",Hace 25 días,366,2026-07-17,5,0.499,5169,0.386,Otros trabajadores de servicios a las personas no clasificados previamente,ENADEL 2024 (C1),descripcion (respaldo),False,Competencias socioemocionales,Competencias de dirección de equipos,,,,,liderar
2026-082364,https://www.bne.gob.cl/oferta/2026-082364,Práctica Profesional: Contabilidad (Lampa) - SEW-EURODRIVE Chile,"¿Quieres dar tus primeros pasos en una empresa multinacional líder y potenciar tu desarrollo profesional? En SEW-EURODRIVE Chile SpA, líder mundial en soluciones de automatizaci&...",SEW-EURODRIVE CHILE SPA,Metropolitana - Lampa,Hace 25 días,"Hace 25 días
Práctica Profesional: Contabilidad (Lampa) - SEW-EURODRIVE Chile
¿Quieres dar tus primeros pasos en una empresa multinacional líder y potenciar tu desarrollo profesional? En SEW-EURODRIVE Chile SpA, líder mundial en soluciones de automatizaci&...
SEW-EURODRIVE CHILE SPA
Metropolitana - Lampa
Ver Más",Hace 25 días,366,2026-07-17,3,0.615,3313,0.368,Técnico/a de contabilidad,ENADEL 2025 (C1/C3),titulo,False,Competencias cognitivas,Competencias financieras,,,,,contabilidad
2026-082403,https://www.bne.gob.cl/oferta/2026-082403,CARPINTEROS (AS),SE REQUIERE CARPINTEROS (AS) CON EXPERIENCIA PARA LA LOCALIDAD DE MONTE PATRIA,Confidencial,Coquimbo - Monte Patria,Hace 25 días,"Hace 25 días
CARPINTEROS (AS)
SE REQUIERE CARPINTEROS (AS) CON EXPERIENCIA PARA LA LOCALIDAD DE MONTE PATRIA
Confidencial
Coquimbo - Monte Patria
Ver Más",Hace 25 días,367,2026-07-17,7,1.0,7115,0.914,Carpintero/a,ENADEL 2025 (C1/C3),titulo,False,,,,,,,
2026-082651,https://www.bne.gob.cl/oferta/2026-082651,Practica Diseñador,"Enjoy cuenta con más de 40 años de historia, es la compañía líder en entretenimiento a nivel Misión del cargo: Práctica orientada a estudiantes c...",CASINO RINCONADA S.A. (ENJOY SANTIAGO),Valparaíso - Rinconada,Hace 25 días,"Hace 25 días
Practica Diseñador
Enjoy cuenta con más de 40 años de historia, es la compañía líder en entretenimiento a nivel Misión del cargo: Práctica orientada a estudiantes c...
CASINO RINCONADA S.A. (ENJOY SANTIAGO)
Valparaíso - Rinconada
Ver Más",Hace 25 días,367,2026-07-17,2,0.946,2163,0.549,Diseñador/a de productos,ENADEL 2025 (C1/C3),titulo,False,,,,,,,
2026-082678,https://www.bne.gob.cl/oferta/2026-082678,Buscamos Pickers para Supermercado en Lo Barnechea,"En Zwork, estamos buscando Pickers para ser parte de nuestro equipo para el Local de Puente Nuevo (Av. Las Condes 12916, 7690000 Lo Barnechea) que comienza su operación el próximo 29 de...",TALENT ON TIME,Metropolitana - Lo Barnechea,Hace 25 días,"Hace 25 días
Buscamos Pickers para Supermercado en Lo Barnechea
En Zwork, estamos buscando Pickers para ser parte de nuestro equipo para el Local de Puente Nuevo (Av. Las Condes 12916, 7690000 Lo Barnechea) que comienza su operación el próximo 29 de...
TALENT ON TIME
Metropolitana - Lo Barnechea
Ver Más",Hace 25 días,367,2026-07-17,5,0.532,5222,0.374,Supervisor de supermercado,ENADEL 2025 (C1/C3),titulo,False,,,,,,,
